Device Instance ID,Counter,Timestamp,Timezone,Value,Quality
5cda2e9d93537c01007f30e7,4656532,1563395868,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656533,1563395869,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656534,1563395870,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656535,1563395871,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656536,1563395872,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656537,1563395873,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656538,1563395874,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656539,1563395875,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656540,1563395876,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656541,1563395877,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656542,1563395878,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656543,1563395879,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656544,1563395880,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656545,1563395881,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656546,1563395882,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656547,1563395883,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656548,1563395884,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656549,1563395885,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656550,1563395886,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656551,1563395887,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656552,1563395888,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656553,1563395889,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656554,1563395890,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656555,1563395891,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656556,1563395892,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656557,1563395893,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656558,1563395894,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656559,1563395895,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656560,1563395896,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656561,1563395897,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656562,1563395898,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656563,1563395899,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656564,1563395900,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656565,1563395901,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656566,1563395902,-0400,39.0,54
5cda2e9d93537c01007f30e7,4656567,1563395903,-0400,39.0,54
5cda2e9d93537c01007f30e7,4656568,1563395904,-0400,39.0,54
5cda2e9d93537c01007f30e7,4656569,1563395905,-0400,39.0,54
5cda2e9d93537c01007f30e7,4656570,1563395906,-0400,39.0,54
5cda2e9d93537c01007f30e7,4656571,1563395907,-0400,39.0,54
5cda2e9d93537c01007f30e7,4656572,1563395908,-0400,39.0,54
5cda2e9d93537c01007f30e7,4656573,1563395909,-0400,39.0,54
5cda2e9d93537c01007f30e7,4656574,1563395910,-0400,39.0,54
5cda2e9d93537c01007f30e7,4656575,1563395911,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656576,1563395912,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656577,1563395913,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656578,1563395914,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656579,1563395915,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656580,1563395916,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656581,1563395917,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656582,1563395918,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656583,1563395919,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656584,1563395920,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656585,1563395921,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656586,1563395922,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656587,1563395923,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656588,1563395924,-0400,40.0,54
5cda2e9d93537c01007f30e7,4656589,1563395925,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656590,1563395926,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656591,1563395927,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656592,1563395928,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656593,1563395929,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656594,1563395930,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656595,1563395931,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656596,1563395932,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656597,1563395933,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656598,1563395934,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656599,1563395935,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656600,1563395936,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656601,1563395937,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656602,1563395938,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656603,1563395939,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656604,1563395940,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656605,1563395941,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656606,1563395942,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656607,1563395943,-0400,41.0,54
5cda2e9d93537c01007f30e7,4656608,1563395944,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656609,1563395945,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656610,1563395946,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656611,1563395947,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656612,1563395948,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656613,1563395949,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656614,1563395950,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656615,1563395951,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656616,1563395952,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656617,1563395953,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656618,1563395954,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656619,1563395955,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656620,1563395956,-0400,45.0,54
5cda2e9d93537c01007f30e7,4656621,1563395957,-0400,45.0,54
5cda2e9d93537c01007f30e7,4656622,1563395958,-0400,46.0,54
5cda2e9d93537c01007f30e7,4656623,1563395959,-0400,46.0,54
5cda2e9d93537c01007f30e7,4656624,1563395960,-0400,46.0,54
5cda2e9d93537c01007f30e7,4656625,1563395961,-0400,46.0,54
5cda2e9d93537c01007f30e7,4656626,1563395962,-0400,46.0,54
5cda2e9d93537c01007f30e7,4656627,1563395963,-0400,46.0,54
5cda2e9d93537c01007f30e7,4656628,1563395964,-0400,45.0,54
5cda2e9d93537c01007f30e7,4656629,1563395965,-0400,45.0,54
5cda2e9d93537c01007f30e7,4656630,1563395966,-0400,45.0,54
5cda2e9d93537c01007f30e7,4656631,1563395967,-0400,45.0,54
5cda2e9d93537c01007f30e7,4656632,1563395968,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656633,1563395969,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656634,1563395970,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656635,1563395971,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656636,1563395972,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656637,1563395973,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656638,1563395974,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656639,1563395975,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656640,1563395976,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656641,1563395977,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656642,1563395978,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656643,1563395979,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656644,1563395980,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656645,1563395981,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656646,1563395982,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656647,1563395983,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656648,1563395984,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656649,1563395985,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656650,1563395986,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656651,1563395987,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656652,1563395988,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656653,1563395989,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656654,1563395990,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656655,1563395991,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656656,1563395992,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656657,1563395993,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656658,1563395994,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656659,1563395995,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656660,1563395996,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656661,1563395997,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656662,1563395998,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656663,1563395999,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656664,1563396000,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656665,1563396001,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656666,1563396002,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656667,1563396003,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656668,1563396004,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656669,1563396005,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656670,1563396006,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656671,1563396007,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656672,1563396008,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656673,1563396009,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656674,1563396010,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656675,1563396011,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656676,1563396012,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656677,1563396013,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656678,1563396014,-0400,44.0,54
5cda2e9d93537c01007f30e7,4656679,1563396015,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656680,1563396016,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656681,1563396017,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656682,1563396018,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656683,1563396019,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656684,1563396020,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656685,1563396021,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656686,1563396022,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656687,1563396023,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656688,1563396024,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656689,1563396025,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656690,1563396026,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656691,1563396027,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656692,1563396028,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656693,1563396029,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656694,1563396030,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656695,1563396031,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656696,1563396032,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656697,1563396033,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656698,1563396034,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656699,1563396035,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656700,1563396036,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656701,1563396037,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656702,1563396038,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656703,1563396039,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656704,1563396040,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656705,1563396041,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656706,1563396042,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656707,1563396043,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656708,1563396044,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656709,1563396045,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656710,1563396046,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656711,1563396047,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656712,1563396048,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656713,1563396049,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656714,1563396050,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656715,1563396051,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656716,1563396052,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656717,1563396053,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656718,1563396054,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656719,1563396055,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656720,1563396056,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656721,1563396057,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656722,1563396058,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656723,1563396059,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656724,1563396060,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656725,1563396061,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656726,1563396062,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656727,1563396063,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656728,1563396064,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656729,1563396065,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656730,1563396066,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656731,1563396067,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656732,1563396068,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656733,1563396069,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656734,1563396070,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656735,1563396071,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656736,1563396072,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656737,1563396073,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656738,1563396074,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656739,1563396075,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656740,1563396076,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656741,1563396077,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656742,1563396078,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656743,1563396079,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656744,1563396080,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656745,1563396081,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656746,1563396082,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656747,1563396083,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656748,1563396084,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656749,1563396085,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656750,1563396086,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656751,1563396087,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656752,1563396088,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656753,1563396089,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656754,1563396090,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656755,1563396091,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656756,1563396092,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656757,1563396093,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656758,1563396094,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656759,1563396095,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656760,1563396096,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656761,1563396097,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656762,1563396098,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656763,1563396099,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656764,1563396100,-0400,43.0,54
5cda2e9d93537c01007f30e7,4656765,1563396101,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656766,1563396102,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656767,1563396103,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656768,1563396104,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656769,1563396105,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656770,1563396106,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656771,1563396107,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656772,1563396108,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656773,1563396109,-0400,42.0,54
5cda2e9d93537c01007f30e7,4656774,1563396110,-0400,42.0,54
