58938.0175,0.8955
58938.8645,0.847
58939.704,0.8395
58940.448,0.744
58941.1475,0.6995
58941.887,0.7395
58942.735,0.848
58943.596,0.861
58944.506,0.91
58945.4345,0.9285
58946.332,0.8975
58947.25,0.918
58948.212,0.962
58949.17,0.958
58950.1745,1.0045
58951.1345,0.96
58952.052,0.9175
58952.948,0.896
58953.82,0.872
58954.8105,0.9905
58955.786,0.9755
58956.729,0.943
58957.6505,0.9215
58958.56,0.9095
58959.5375,0.9775
58960.5375,1
58961.5035,0.966
58962.448,0.9445
58963.4335,0.9855
58964.409,0.9755
58965.3615,0.9525
58966.3565,0.995
58967.3585,1.002
58968.3275,0.969
58969.3165,0.989
58970.252,0.9355
58971.1725,0.9205
58972.1175,0.945
58973.09,0.9725
58974.079,0.989
58975.0855,1.0065
58976.126,1.0405
58977.0955,0.9695
58978.089,0.9935
58979.1275,1.0385
58980.1405,1.013
58981.2015,1.061
58982.232,1.0305
58983.239,1.007
58984.244,1.005
58985.1385,0.8945
58986.099,0.9605
58987.075,0.976
58988.0475,0.9725
58988.981,0.9335
58989.992,1.011
58990.9945,1.0025
58991.9055,0.911
58992.838,0.9325
58993.742,0.904
58994.6735,0.9315
58995.7065,1.033
58996.728,1.0215
58997.636,0.908
58998.5505,0.9145
58999.4315,0.881
59000.232,0.8005
59001.0045,0.7725
59001.906,0.9015
59002.829,0.923
59003.7165,0.8875
59004.579,0.8625
59005.479,0.9
59006.3995,0.9205
59007.288,0.8885
59008.101,0.813
59008.9445,0.8435
59009.821,0.8765
59010.6505,0.8295
59011.4675,0.817
59012.335,0.8675
59013.201,0.866
59013.9645,0.7635
59014.715,0.7505
59015.486,0.771
59016.262,0.776
59017.0195,0.7575
59017.7625,0.743
59018.4915,0.729
59019.1935,0.702
59019.882,0.6885
59020.5715,0.6895
59021.324,0.7525
59022.0945,0.7705
59022.827,0.7325
59023.6275,0.8005
59024.4685,0.841
59025.3035,0.835
59026.148,0.8445
59026.9275,0.7795
59027.7695,0.842
59028.7125,0.943
59029.5475,0.835
59030.3855,0.838
59031.268,0.8825
59032.117,0.849
59032.9945,0.8775
59033.918,0.9235
59034.854,0.936
59035.7155,0.8615
59036.577,0.8615
59037.405,0.828
59038.27,0.865
59039.1635,0.8935
59039.99,0.8265
59040.8365,0.8465
59041.663,0.8265
59042.4225,0.7595
59043.2065,0.784
59044.0455,0.839
59044.8775,0.832
59045.78,0.9025
59046.713,0.933
59047.6125,0.8995
59048.5,0.8875
59049.429,0.929
59050.3285,0.8995
59051.2275,0.899
59052.1295,0.902
59052.997,0.8675
59053.8775,0.8805
59054.624,0.7465
59055.3265,0.7025
